from_max_extention,OKC_extension_only_Diff_z,OKC_extension_only_Diff_z_2,OKC_extension_only_Diff_z_3,OKC_extension_only_Diff_z_avg,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_3,OKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_avg,CKC_extension_only_Diff_z,CKC_extension_only_Diff_z_2,CKC_extension_only_Diff_z_3,CKC_extension_only_Diff_z_avg,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_2,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_3,CKC_extension_only_minus_Sensor2_z_plus_Sensor1_z_avg
23,1.7185695765834623,0.2236530429437611,-0.21968153750971808,-0.11391058455359815,-0.7668956968003324,-1.6213532829884825,-1.9455275417559714,-2.1843531444258546,9.085984696346301,8.988698184774588,8.908235072629365,7.976471214599921,5.675450482897759,5.966651003995225,6.018623122124591,4.980018444687439
24,2.0312628894895415,0.5823842661234542,-0.3978563715401662,0.3315106308238655,-0.4763416326555858,-1.2581543536410607,-2.066159965221102,-1.7469518214519368,9.588214720293955,9.209478875862775,9.488358303875076,8.495297408496768,6.074428244856561,6.13104410402847,6.542683277215625,5.4193210581547975
25,2.1442852958083387,0.8773961188311663,-0.4839211427013863,0.6983894123200581,-0.3753824864979367,-0.9599911876202079,-2.1267196935061703,-1.3639622703144916,9.962914370113133,9.26818777916673,9.9153996880855,8.95530072414762,6.367817633458365,6.137799653153605,6.939780363790945,5.815919869628345
26,2.270953003182323,1.116938485468987,-0.47315359406363866,0.8778852439320196,-0.253026013613622,-0.6981102648858624,-2.084046313924896,-1.152235969670218,10.191643769258109,9.3868372796972,10.417563152371923,9.273638709756176,6.542001676193296,6.2054102489081036,7.422359694612095,6.084060446634332
27,2.484265014168039,1.3042059714595995,-0.48915316246518836,0.9879349204863463,-0.03869522270863879,-0.46413369968147755,-2.0691980593036803,-1.0216154585166495,10.369459667300184,9.706497096282725,10.927583947232376,9.515294173032094,6.661533959747093,6.486546432043353,7.916811044851025,6.27265224500843
28,2.7178125968044835,1.3444580318617327,-0.4372703653889629,1.1169433131906947,0.20166478339891292,-0.38845957517431895,-1.9892455079263147,-0.8743883916643732,10.646611816250896,10.048114877972274,11.349544821131753,9.840602466607725,6.857231215985157,6.79904628895021,8.322300743604403,6.535108247369628
29,2.9932560273673365,1.3726628474268296,-0.2616784026777026,1.2747694682544324,0.4772880758226221,-0.31992672286360335,-1.7904103740508375,-0.6902973125945838,11.144190121411206,10.341886365109602,11.698259612656846,10.255362301926477,7.294382180562547,7.057064515601414,8.65828593334366,6.906902992132281
30,3.3579082817304373,1.4865319615177066,-0.07276479010582282,1.4044043837089941,0.8171830904945234,-0.1642681696625896,-1.5658250203108288,-0.5468248479944919,11.598405279505394,10.607370653493476,12.003844411462243,10.688027769949864,7.713352989157838,7.277156324084494,8.958476672124828,7.311586324240047
31,3.7727915524295734,1.659319445374615,0.14554647949561295,1.5693946781558132,1.185833355197286,0.042164990731127006,-1.2798033180970605,-0.3744462918642107,12.001427906521151,10.906462271961427,12.381388934967791,11.090299406287711,8.088037215675637,7.546749654643078,9.33829855838501,7.687304258709358
32,4.15978443459035,1.8373744488953314,0.3917936836522182,1.7948793311434512,1.5125635129004797,0.2572575332482181,-0.9215000186703395,-0.1473716769376491,12.348953085776357,11.204827442466634,12.65754185149964,11.435289520133862,8.388926291460363,7.833589277388692,9.619859460579182,7.996127786383087
33,4.492303242957994,1.9704574962524997,0.5761526928331158,2.026285966075595,1.7831489363086195,0.43210091750384017,-0.6446852372529719,0.08649630224297256,12.589013204344308,11.49759756251146,12.888924523375612,11.731245029654195,8.57699673643323,8.115539114082909,9.854041401286022,8.260677441473323
34,4.676743111658432,2.1386060112403906,0.7995501592923517,2.219888013349792,1.940845536241029,0.6149378722841186,-0.34467272859208453,0.3060999171307288,12.910402377865324,11.747996933055258,13.109199395014935,12.039691410598067,8.862795894657996,8.352276127421987,10.074899647456938,8.55162061472384
35,4.701264900798328,2.4921936918104586,1.058026577014588,2.354505360234348,1.9660024963879723,0.96577232611271,-0.017012610543896578,0.4922011317404909,13.21839397499144,12.017170994124863,13.316716901540094,12.365793490823563,9.1518642915808,8.624363333891399,10.289389278868867,8.868567321349571
36,4.7189625072650045,2.9337944996107477,1.3283140985482982,2.4779070704461703,1.999706425665894,1.4290950730529142,0.3341027701739292,0.6566530202323468,13.500509758896001,12.393001208103229,13.521068711201515,12.635349514483634,9.418483145811589,9.020428757057715,10.509447538540652,9.130206244604253
37,4.8552567833953635,3.3666594551077678,1.7234724702611846,2.715666878166058,2.1512766543005837,1.9459157275354246,0.8502778669543964,0.9241254172737364,13.828661062435742,12.70643853854434,13.695158515064893,12.911585526645405,9.744661371908684,9.351465401847065,10.709612480186879,9.407688702362035
38,5.100586633063921,3.7213719888013266,2.0322420395783163,3.0308025698964194,2.419438936840287,2.3866838327699016,1.2469808283789048,1.2771737997831016,14.213913671549207,13.02865204605399,13.872480843821219,13.238704758222456,10.141944950305566,9.678181453045756,10.917186461114543,9.745757784940073
39,5.383921863332325,3.7375407377286542,2.203962170512919,3.359631805662797,2.7567454276719565,2.4284931097918325,1.496368883282872,1.6789213084604366,14.48092894677373,13.428498135382823,14.082905204543515,13.501361462286056,10.40801799332846,10.072027434654395,11.166263232972668,10.016290891348131
40,5.641724328065528,3.5172843057216117,2.1767555621309658,3.6955229290426796,3.0745499284430653,2.2103742675231595,1.540769337692693,2.103837209389121,14.666443919512226,13.741268185507543,14.299584166419795,13.738721558922578,10.607857993370734,10.391267463574106,11.42666930692776,10.265162328319047
41,5.982018535335683,3.3430802250296394,2.0192788506464883,3.917267104214218,3.473224556497656,2.0620101639537465,1.4108206128440126,2.382899498222798,14.973480867348385,14.086935540992727,14.496497884799663,14.0323791725987,10.964820440416124,10.758766434352912,11.663238942176795,10.582153451752466
42,6.390319452299286,3.3281547974500927,1.9091568609827965,4.0371886428446055,3.935283035977518,2.0408226797526425,1.3016869760216228,2.547342062261183,15.226813373976508,14.427184151852554,14.718763166686127,14.280187467768423,11.24595592550457,11.127867881154522,11.924003840680701,10.851469950064407
43,6.576134969087755,3.400269326551555,1.9331817855690638,4.031990252082786,4.153333790610937,2.1216289337177328,1.3209865287233242,2.5853710974191255,15.378130703852278,14.7408678526991,14.90280481495451,14.515990483129507,11.420048140489994,11.467305284258469,12.130458282313775,11.115025935938524
44,6.632340561166832,3.5597391695843013,2.06694526902644,3.993258069754471,4.233869133499557,2.3434398750308607,1.4668861433151221,2.561837475365404,15.593127029744382,15.098528458275137,15.205100928831401,14.77329844933891,11.697469197908013,11.854346014972938,12.47664955213985,11.417335461996766
45,6.607137639595732,3.785604016217099,2.3488086331604854,3.9721879423766944,4.21129448576061,2.6949823248830516,1.8432777485022096,2.544870131833322,15.763343622447257,15.31682474163572,15.615603939715786,15.000236453315338,11.933194260730914,12.102650517608147,12.960685232646117,11.687912829055392
46,6.61291838884596,4.091700002831237,2.6463212446181443,4.0352797813331085,4.211389546029513,3.1829520276366616,2.290758918851167,2.6252719832612326,15.861340944117629,15.522589172086763,16.056666675766493,15.22621085635963,12.064183316473581,12.347673762582046,13.490276061998408,11.94751105737574
47,6.670770651609734,4.303533656693944,2.9864693546839565,4.174439978951091,4.290820423073428,3.496556545391367,2.8309124815120703,2.817562963757201,16.014902815580587,15.79022358523959,16.468346841753643,15.411510790723606,12.288431412528306,12.66274979764683,13.980762944812266,12.173846737483409
48,6.735887662278726,4.244789756510389,3.4230655219096775,4.392132099423483,4.389712012917467,3.455396386207583,3.5240339328823382,3.1386472630187794,16.24759764598946,16.07351828344417,16.795868241238743,15.658429248969208,12.631176914090227,13.000709797254043,14.379209194499975,12.485166742937375
49,6.807026551524738,4.015701010712572,3.748728383403366,4.5856271509456095,4.50685617623806,3.2305814635722103,4.062501707342021,3.431390546826865,16.414862570825942,16.30442007701221,17.078008208708148,15.940230031927106,12.87387225175037,13.29553326327775,14.738583881984354,12.832435760681108
50,6.904497349425945,3.8744172784984166,3.874322516540411,4.711918820206764,4.701547342260673,3.053826545589683,4.317024167888697,3.662618736660109,16.539898605803515,16.518473425825217,17.32051011403989,16.22336118833806,13.071731636449297,13.592322044472493,15.071800939156113,13.18757249856725
51,7.049602894246254,3.8944178570328485,3.873154945900539,4.829456475622835,4.949013517788546,3.0537063496766965,4.396046861206616,3.9012096380810313,16.6398783412957,16.75607577410009,17.557959807989057,16.47088175335385,13.246105842859839,13.93354235469871,15.448739297529748,13.507467350316617
52,7.313866288572465,4.040938120970624,3.7439391434920197,4.979003983491416,5.352596371874283,3.245711220805498,4.268853434600672,4.156308208268662,16.676737462405026,16.91669272178257,17.65679326669823,16.66369304315633,13.326254221621342,14.171477532044104,15.653781749688847,13.765928486864604
53,7.617042043383692,4.280314637174744,3.5115716724072987,5.12859413898565,5.830828919637406,3.6741158516310763,3.9937284743947408,4.400519812400933,16.679072150405702,17.062266704509803,17.670301792745803,16.837718711071314,13.403091677105643,14.398170508450747,15.760763158575012,14.025072637929568
54,7.901230561490319,4.623360546346818,3.323854896320638,5.271774542787161,6.330939444372834,4.372394648597137,3.861617686770461,4.657565842128316,16.759904084504747,17.184059658135826,17.606752294298964,16.99903564010907,13.605676784509589,14.61697687574528,15.826514197733829,14.282985085236602
55,8.200750191953105,4.901675513112991,3.30037009037609,5.408334657539957,6.892642600268427,4.869885169740343,4.001254362543143,4.945203962166725,16.730495118164512,17.250457821959593,17.541536018406845,17.116907210221125,13.606495898094721,14.796351491599271,15.94360683690602,14.484468568025072
56,8.527811180334135,5.109915365156651,3.3682110730329153,5.554247799696085,7.4928994117278735,5.151673622159148,4.294268281447822,5.286340844906584,16.5983152773606,17.27553029958082,17.47473428297741,17.146389400731554,13.499618302823714,14.992350952583115,16.075915921155456,14.590125642752612
57,8.767290432883645,5.158496669765142,3.5136277591287026,5.664273614105757,7.952323517030373,5.1858947308518,4.7204807431843605,5.561275457847059,16.52175735282201,17.229852277011958,17.41740475162793,17.14750565584247,13.544085714949745,15.138164378334288,16.147916549946352,14.70040012170801
58,8.810007485437751,5.105873927329151,3.6974473371526253,5.740097646990164,8.135598637987803,5.091904156085812,5.121050318743944,5.762842207563364,16.39120020780808,17.152871540615536,17.391441325356777,17.091160933895953,13.513515625578107,15.184519837541897,16.184832540095822,14.777460258631683
59,8.698974406458191,5.170638112336926,3.8847547426984805,5.741894049752084,8.094584863846453,5.140845038095998,5.493194929146094,5.858249292048693,16.09568541255267,17.073108504519656,17.40981713181757,16.95569123599049,13.319824690791059,15.196178224296046,16.314065790821857,14.800531968677122
60,8.490254834597177,5.330147957012338,3.9868969731308064,5.703252173685011,7.878350769921955,5.305713565274431,5.774761020136788,5.89691188973071,15.86046493170762,17.007832999289047,17.57433873445423,16.829356918433522,13.226468716141659,15.21869593384762,16.67888212032278,14.82896815827967
61,8.29820742500549,5.516714956113431,3.9721039257958464,5.72209762483168,7.666284435256761,5.6054483241036825,5.877439912425522,5.976059930698901,15.75490044756852,16.966091018761787,17.811556833700912,16.748471234572037,13.172877037119884,15.27923672402742,17.10217155764191,14.838990603787428
62,8.21394262374189,5.565169708032142,3.9405427467027168,5.80961510781757,7.607219929471128,5.741484888259295,5.930576394488845,6.135376141297217,15.73432538046823,16.96369528728645,17.866013606854224,16.711199901704685,13.223049523013765,15.391776027124585,17.25219747065836,14.875525998985736
63,8.173590932387636,5.5601745220652425,3.9484274180963723,5.892400953877292,7.656046803268019,5.671049994100395,6.061218773624375,6.345418715836163,15.839003867526984,16.992293424533106,17.82029715907458,16.738304006035445,13.49322632872915,15.554850996281806,17.303084042371708,15.028842947859475
64,8.211807735924266,5.5156116887658735,3.9727854903552964,5.916360456584084,7.810578614908176,5.573319932124962,6.291713758494114,6.476501138530998,15.922680798860503,16.961773376717574,17.802897925861647,16.82023827353373,13.727164056149148,15.627233440685181,17.40993517620574,15.26594073453217
65,8.343987580626123,5.464661717240694,3.914939372842761,5.948234949798028,8.134929033867735,5.568568842736909,6.445605340373014,6.578851807485658,15.936413033298246,16.83333804223752,17.623433899426548,16.913421097177423,13.901501971615227,15.603277564656405,17.383598179880607,15.519508175179647
66,8.475378865245627,5.469652586068726,3.8016982512424686,5.979805990702624,8.504202564304839,5.8354188863514596,6.490573297048595,6.712913756684725,15.737097866574102,16.791602253811547,17.188478894608114,16.8549616167153,13.859195968388647,15.704033286880705,17.154169603127677,15.579542293244062
67,8.55737517498019,5.521589869647,3.7608546775754776,5.998274127525394,8.87627434059711,6.202598939825836,6.592756760848226,6.912185647276044,15.59210011788806,16.782168164136245,16.95137965118506,16.74857843973339,13.950379008033886,15.807649932745742,17.0884984444963,15.618913538354
68,8.645489950878607,5.643424447118912,3.7158151745002734,6.010027303263365,9.365055741103223,6.5137586897017155,6.66137927785601,7.215359989275899,15.287557708306005,16.42917472020963,16.940918299538748,16.6273526293264,13.950663869251299,15.567409522613081,17.241729033937645,15.688210777445912
69,8.78618420490522,5.81386979555402,3.4077026171289533,6.036490775264897,9.881063774597544,6.867767837091036,6.454147267739047,7.5247453371573245,15.088938556422868,15.989668462175867,17.02253335913871,16.498180206661885,13.978501863521837,15.32935943062256,17.488392069459696,15.723249992049395
70,8.893153441921097,5.911945322846381,3.126334354634982,6.099144188871829,10.336541430712451,7.218934676176054,6.172951551047101,7.814352293754131,14.896037772579197,15.527923423075627,16.922846181291423,16.171230462465648,14.060976960932352,15.021052884616747,17.570813674241247,15.594185362224371
71,8.949342156226926,5.884491517029942,2.9912482608073443,6.159675708760407,10.627838466651756,7.3394349200074505,5.8910826438001616,8.0523285271996,14.64543649944259,15.034924675862136,16.501732182156488,15.862161537601173,13.989155963507699,14.616879555791977,17.3855812445588,15.469004612875517
72,8.999751362843664,5.790111790473509,2.7800164811317143,6.106466434273,10.854413257112265,7.314406127171491,5.4962854563503285,8.175831733675787,14.300583205201585,14.790945237660953,15.907504686056463,15.589808309271987,13.69866824583277,14.47714730857324,17.01177801429612,15.320483388129054
73,9.083163531484532,5.809330096452599,4.1104535077089945,6.031329801049818,11.07578282634625,7.453993535323425,6.831972296769145,8.196056432466934,13.815376596463826,14.486687452377256,14.606208394382858,15.29094487715489,13.418240565223291,14.346697339253277,15.860507974039049,15.174504063491653
74,9.08947981055449,5.965065375716402,3.964487006258541,5.956946620611781,11.138453246965714,7.942483203496225,6.830561629715633,8.114647339312455,13.174715226813602,13.781027397157322,13.155414638971882,14.962835548588657,13.124491384239285,13.867977368043412,14.600952743941642,15.057484122351257
75,,6.42588089634897,2.6921158560192855,4.294673288792157,,8.681131143573728,5.5206781833231044,6.475139495836877,12.320326109716552,12.551880260463122,12.471563150953546,14.436248581416764,12.512007541003953,12.807524783568233,14.165153195904203,14.748095374938677
76,,3.726629245723,1.80595411763781,5.037759441712698,,5.360736765370119,5.014475567426995,7.387227750132685,11.441469787552789,10.87159407532415,11.115159161423025,13.71000062358886,11.648888998464122,11.24291501514024,13.650971914212635,14.176214793601218
77,,,,5.195183951303756,,,,7.755846386644681,10.929491575321052,9.645174699934097,10.011299880243623,12.695860076722346,11.298595353655562,11.349024661813466,13.111093550041378,13.32220937042095
78,,,,3.2093725508711426,,,,5.4407074743466115,10.37569750284641,9.41661534666576,12.384985987660182,11.467568739047481,11.354520793484895,12.691705476649233,16.076091859929335,12.399462850855592
79,,,,1.80595411763781,,,,5.014475567426995,9.234922648715747,8.762299866250315,,10.450553499867796,11.366918112274453,12.538228058119907,,12.293698656664041
80,,,,,,,,,8.845936300645986,10.406902682566457,,9.792570269578256,11.841184172977911,14.142940145763665,,12.72795385461326
81,,,,,,,,,6.361365442816749,,,8.37832172977023,9.351433138310515,,,11.666918248823933
82,,,,,,,,,4.92752731081082,,,9.239805327012485,6.747050857239854,,,12.322027620977616
83,,,,,,,,,4.255347687769555,,,4.255347687769555,5.8023012086530645,,,5.8023012086530645
84,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,
